"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/deprioritization/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/deprioritization/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/deprioritization/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/deprioritization/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][4]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/sim-card-esim/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/sim-card-esim/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/sim-card-esim/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/hotspot/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/hotspot/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/hotspot/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/hotspot/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][4]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/wifi-calling/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/wifi-calling/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/wifi-calling/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/5g/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/5g/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/5g/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/5g/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][4]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/number-porting/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/number-porting/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/number-porting/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/volte/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][1]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/volte/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][2]","Content","HTML"
"Hyperlink","https://vouch-mobile-site-fz5pc.kinsta.page/learn/volte/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//","21515","","","200","OK","true","","","Root-Relative","//body/section[@class='learn-content-section']/div/div/article/div[@class='learn-related-section']/div[@class='learn-related-grid']/a[@class='learn-related-pill'][3]","Content","HTML"
